Q_PROGRESS,Q_FRIENDLY_GM,Q_MISSION,Q_BALANCE,Q_INVESTIGATION,Q_OPTIMIZE,Q_DRAMATIC,Q_STORY,Q_SACRIF_REALISM,Q_DILEMMAS,Q_RP_MECHANICS,Q_OPEN_STRUCT,Q_COCREATE,Q_OUT_OF_FICTION,Q_COHERENT,Q_DESCRIPTIONS,Q_HEROES,Q_CHAR_CHOICES,Q_GM_RULE,Q_DICE_CHEATING,Q_PLAYER_CONTROL,Q_RAILROAD,Q_RIVALRY,Q_CRYING,Q_LEADER,Q_ROUGH,Q_PRIDE,Q_MINIATURES,Q_PROPS,Q_TACTICAL_MAP,Q_PC_KILL,Q_SEP_PLOTS,Q_PC_DISTANCE,Q_META_GAMING,Q_RULES_STRICT,CQ_PLAY_FREQ,CQ_GM_FREQ,CQ_TENURE,CQ_AGE,CQ_SEX,MFQ_HARM,MFQ_FAIRNESS,MFQ_INGROUP,MFQ_AUTHORITY,MFQ_PURITY,MFQ_PROGRESSIVISM
4,3,3,4,4,1,4,3,2,5,4,3,4,2,5,5,2,5,3,1,3,2,5,3,4,2,5,4,2,3,4,3,1,1,4,3,3,5,4,2,"3,33","4,00","3,67","3,50","3,33","0,17"
5,,4,4,3,3,4,5,2,5,2,3,2,2,5,3,2,4,2,1,3,3,5,2,3,3,3,2,1,5,4,2,4,2,5,4,4,2,4,2,"3,17","4,33","2,67","2,50","2,50","1,19"
5,3,1,1,2,5,4,4,5,5,3,5,3,2,5,3,4,5,2,2,5,1,1,5,5,2,4,2,3,4,5,2,5,2,4,4,3,4,3,2,"2,00","3,33","3,83","2,67","1,67","-0,06"
4,3,5,1,5,2,5,5,3,5,5,5,5,4,5,4,5,5,1,2,4,1,2,5,3,1,1,3,1,3,3,3,4,5,3,3,4,5,4,2,"4,50","3,50","3,17","2,50","2,00","1,44"
5,3,3,5,5,3,4,4,2,5,2,1,4,2,5,5,5,5,2,1,3,3,4,4,4,3,2,4,4,4,5,3,2,1,4,4,4,2,3,2,"4,50","3,50","3,83","3,17","3,50","0,50"
2,5,5,5,5,5,3,4,2,3,2,2,4,5,5,4,5,2,1,1,1,2,,1,5,1,1,1,1,4,1,1,,4,1,4,4,3,2,2,"4,67","5,00","2,33","1,17","1,17","3,28"
1,4,3,1,3,1,5,5,4,5,4,5,5,2,4,4,3,4,2,1,4,1,1,3,3,2,1,2,1,1,1,3,2,1,1,5,4,5,4,,"4,83","4,83","2,00","1,00","1,67","3,28"
3,,2,,4,1,5,4,3,5,2,3,5,4,4,5,1,5,2,2,3,2,1,3,3,2,2,1,1,1,4,2,2,1,2,5,3,3,2,1,"4,33","2,83","1,33","1,83","2,17","1,81"
5,3,5,2,3,5,2,4,3,5,5,3,5,3,2,2,4,4,2,3,3,4,4,2,4,3,4,1,1,5,5,1,2,3,1,5,2,3,2,1,"3,17","4,00","1,83","2,67","2,83","1,14"
5,2,3,1,4,4,5,4,5,5,5,3,5,3,4,5,2,5,1,2,4,3,1,5,4,2,1,3,3,5,5,4,1,2,1,3,4,4,2,2,"4,00","3,50","3,17","3,00","2,33","0,92"
3,,5,,5,1,5,5,3,5,3,3,4,3,5,5,3,5,2,1,3,1,1,1,2,2,1,1,3,2,3,2,5,2,5,2,4,3,2,1,"4,67","4,33","2,33","1,83","2,67","2,22"
3,5,3,3,4,1,4,4,5,3,4,3,3,4,2,5,4,4,2,2,3,3,1,4,1,2,1,3,4,4,2,1,1,1,2,3,3,4,4,2,"4,67","5,00","2,17","1,33","1,33","3,22"
4,2,4,2,4,2,4,5,3,5,3,3,4,2,5,3,2,5,3,2,3,1,4,4,4,2,2,2,3,2,4,2,2,2,4,3,3,3,3,2,"3,67","3,67","3,17","3,17","4,67","0,00"
1,2,3,3,5,2,4,5,4,5,3,2,4,2,5,4,1,5,2,3,2,1,1,3,3,2,4,5,5,2,5,2,2,1,1,2,4,3,2,,"4,17","4,00","2,67","2,33","2,83","1,47"
5,5,4,3,5,3,5,5,3,3,1,2,2,5,4,2,4,4,2,1,2,1,1,3,3,1,2,5,3,5,4,2,3,4,5,5,4,2,3,1,"5,00","4,33","3,50","2,00","2,33","2,06"
4,3,3,2,3,2,4,4,3,5,2,5,5,2,5,5,4,5,3,3,3,3,2,3,3,1,1,1,1,1,4,3,1,2,1,3,4,5,5,1,"3,50","3,00","1,50","1,00","1,00","2,08"
5,3,3,4,5,1,3,4,2,4,2,3,5,5,4,2,3,4,2,2,4,3,1,1,1,2,2,1,1,5,4,3,4,2,3,3,,2,3,,"4,67","4,83","2,33","1,50","2,33","2,69"
2,2,3,1,4,4,4,5,4,4,2,3,5,2,4,4,1,5,4,2,5,3,2,5,4,2,2,4,2,2,5,3,1,3,4,3,1,5,5,2,"2,17","2,33","3,17","2,67","1,17","-0,08"
5,3,4,4,4,4,5,5,4,3,3,2,1,2,4,4,1,5,3,2,3,2,,1,4,1,4,4,3,5,2,1,,1,2,3,5,2,5,2,"4,50","4,50","2,17","1,50","1,67","2,72"
4,2,4,3,4,1,4,4,4,3,4,3,4,2,5,3,4,5,4,3,3,2,2,1,4,1,2,1,1,3,4,2,4,1,3,4,5,4,3,2,"3,50","3,33","1,33","3,33","3,33","0,75"
5,3,3,2,3,4,2,5,2,4,4,4,3,1,4,3,2,4,2,1,3,1,1,1,2,2,2,1,1,2,4,2,3,2,4,3,2,5,4,2,"4,83","4,67","1,83","1,67","1,67","3,03"
2,3,4,5,5,2,3,5,3,5,5,2,4,3,4,5,4,5,2,2,4,2,1,5,3,2,1,2,2,3,1,2,2,1,2,4,2,1,3,,"4,50","4,33","2,00","1,33","1,50","2,81"
3,1,4,3,5,4,3,5,4,5,5,3,5,4,5,4,4,5,2,3,4,3,4,4,3,2,2,4,3,3,3,3,2,2,2,5,2,1,3,1,"3,17","3,17","3,17","2,33","3,00","0,33"
2,3,4,3,3,2,4,5,4,5,4,3,5,4,4,5,3,5,1,3,4,2,4,3,3,2,4,1,2,1,4,3,5,4,2,3,4,2,3,2,"4,50","4,33","2,67","1,33","1,67","2,53"
3,,4,5,5,4,2,5,3,5,4,3,5,3,5,4,4,4,3,1,3,2,,1,3,3,2,3,1,4,3,2,,2,5,4,4,5,4,2,"3,33","4,17","3,50","2,50","3,50","0,58"
4,4,4,3,5,2,4,5,4,5,3,4,4,2,4,4,3,5,3,2,2,2,3,4,3,2,2,3,3,4,3,2,2,2,2,1,2,2,2,2,"4,17","3,83","2,83","2,33","3,33","1,17"
2,2,4,2,3,3,2,1,1,3,3,4,3,4,4,1,2,1,3,2,3,2,2,1,5,1,2,2,1,2,5,1,5,5,4,3,5,5,4,2,"3,83","4,33","1,50","2,17","2,67","1,97"
3,1,4,1,5,1,4,2,2,5,4,3,3,4,5,4,3,5,3,1,4,1,3,3,4,3,4,1,1,4,4,3,4,2,4,3,3,4,4,2,"3,67","2,83","2,33","3,83","4,83","-0,42"
4,4,4,2,4,4,4,5,4,5,3,2,5,1,4,4,3,5,3,2,4,4,1,4,1,2,1,1,4,4,4,2,1,1,1,4,4,4,3,2,"3,83","2,50","2,17","1,33","1,50","1,50"
3,3,4,4,4,3,4,4,3,4,4,2,4,4,4,2,3,2,2,1,3,2,2,3,4,2,1,1,1,4,4,2,2,4,4,3,4,5,5,2,"3,67","3,83","4,00","3,83","4,00","-0,19"
4,4,4,4,5,3,2,4,3,3,3,2,3,4,4,4,2,4,2,2,3,4,1,3,5,2,1,3,5,4,3,2,5,2,2,4,4,2,3,2,"3,50","3,33","1,83","2,33","3,17","0,97"
5,1,4,4,4,1,2,4,5,5,5,4,2,1,5,2,4,5,4,2,3,1,,5,1,1,1,4,2,5,5,1,2,1,4,4,4,5,4,2,"3,17","4,17","2,50","3,50","4,00","0,33"
4,,3,2,5,2,4,4,4,5,5,3,5,4,5,2,3,3,2,2,,1,2,5,4,2,3,3,4,1,5,1,,1,4,5,4,5,5,2,"2,67","3,00","4,00","3,67","3,00","-0,72"
5,,3,3,5,2,3,4,3,3,3,4,3,5,4,4,4,4,2,2,3,2,1,3,2,2,2,4,2,3,3,2,3,3,3,1,2,4,2,2,"4,00","3,83","3,17","3,17","3,17","0,75"
5,1,4,3,5,1,5,5,5,5,2,3,4,5,4,5,2,5,3,1,2,2,1,3,3,2,1,2,4,3,5,1,1,4,2,3,2,2,3,1,"5,00","4,50","2,67","2,50","2,50","2,19"
4,4,3,1,5,2,4,3,4,5,4,3,5,4,4,5,3,5,2,3,3,2,,3,2,2,1,4,3,3,3,2,5,1,4,5,5,4,2,2,"3,33","4,17","3,67","4,33","4,00","-0,25"
5,,5,4,4,3,5,5,5,4,4,3,2,4,4,1,4,5,2,3,3,2,1,1,3,2,1,1,1,2,4,1,2,1,2,2,3,4,2,1,"4,17","4,17","3,33","2,50","2,50","1,39"
4,3,2,2,3,4,5,5,4,5,3,3,3,2,5,5,5,4,4,1,3,1,,1,1,2,4,5,2,5,5,1,4,2,5,5,4,5,4,2,"4,67","4,33","2,67","2,00","1,67","2,39"
4,1,5,5,5,3,5,1,5,5,5,2,5,1,5,5,3,5,3,3,2,3,3,5,1,3,3,4,4,5,5,3,2,1,1,1,4,1,4,2,"3,17","2,33","4,00","2,33","1,83","0,03"
2,,3,4,5,2,5,5,4,5,1,3,4,4,4,4,2,5,3,2,2,2,2,2,3,2,1,1,5,3,5,2,2,1,2,3,3,1,1,2,"4,17","4,00","2,83","3,17","3,33","0,97"
5,4,5,,1,4,4,5,4,1,5,5,4,4,3,1,5,2,2,2,4,2,2,1,3,2,4,1,1,2,1,4,4,3,4,2,2,2,1,1,"3,50","4,17","3,67","4,00","4,33","-0,17"
4,3,3,4,3,3,4,4,4,3,3,3,4,3,5,4,2,3,2,2,3,3,,4,4,3,3,1,2,4,4,2,,2,2,1,4,2,4,2,"3,83","3,33","3,17","2,83","4,00","0,25"
4,5,3,5,4,3,3,4,3,4,1,3,2,2,5,4,3,5,1,2,4,2,1,1,1,1,1,2,1,3,4,1,1,2,2,2,1,2,4,1,"5,00","4,67","2,67","1,00","1,67","3,06"
5,2,4,4,4,4,4,4,2,5,4,2,3,4,4,5,5,5,2,2,2,3,2,5,3,1,4,1,1,4,5,2,2,2,4,3,1,1,2,2,"4,00","4,17","2,67","2,17","2,50","1,64"
4,2,4,4,5,4,5,5,4,5,2,2,4,3,5,4,4,2,2,3,2,3,1,1,2,2,1,5,5,5,4,1,4,3,2,3,4,5,4,2,"3,83","3,50","2,67","1,67","1,50","1,72"
4,3,4,3,4,2,3,5,4,4,3,4,4,3,4,4,2,4,1,1,4,1,2,2,3,2,1,1,1,2,3,3,3,2,3,2,2,4,2,2,"4,50","4,50","3,50","3,33","3,33","1,11"
4,2,4,3,3,2,4,5,5,5,2,2,4,2,5,4,2,5,1,3,3,2,1,1,4,2,1,2,1,5,5,3,2,1,3,3,4,3,2,2,"4,17","4,17","2,67","2,50","3,17","1,39"
5,1,5,,4,1,3,3,3,5,3,3,5,4,4,4,3,5,2,4,2,4,1,2,4,3,2,1,1,3,5,2,1,1,1,5,3,4,3,2,"3,50","4,17","2,83","4,17","2,50","0,67"
4,3,4,3,5,3,4,4,3,4,4,5,5,5,4,4,3,4,1,1,4,1,2,3,3,1,2,3,3,5,5,2,3,2,4,5,3,4,3,2,"4,67","4,67","3,17","1,83","2,17","2,28"
1,5,3,,5,1,5,5,5,5,3,2,5,5,4,4,2,4,1,3,4,2,1,5,3,1,1,1,4,1,1,2,2,2,1,3,4,4,3,2,"3,83","4,00","2,83","3,83","3,67","0,47"
4,4,4,3,3,3,4,4,4,5,2,2,5,3,5,3,4,4,3,2,4,2,5,4,5,2,1,2,2,2,4,2,2,1,1,4,3,2,2,2,"2,33","3,00","3,50","3,50","2,33","-0,44"
2,1,4,2,5,1,3,4,3,4,4,3,4,2,4,3,3,5,3,2,3,3,2,3,3,2,4,2,2,3,4,2,4,1,3,4,1,3,2,2,"3,00","2,67","2,17","2,50","3,00","0,28"
3,3,2,1,5,1,3,5,3,4,3,5,5,2,5,5,1,5,2,2,4,1,1,1,1,3,2,1,1,2,4,2,3,1,4,5,4,5,4,2,"3,33","2,67","3,50","4,83","5,00","-1,44"
4,2,4,2,4,3,3,5,3,5,5,5,4,2,4,4,3,5,2,1,2,4,2,3,2,1,2,1,1,5,5,2,1,1,4,4,3,3,2,2,"4,50","3,67","1,83","2,00","2,00","2,14"
5,2,2,3,4,1,1,2,5,3,5,2,4,4,5,3,3,5,2,2,3,3,1,2,3,2,5,1,2,2,2,2,,1,4,3,4,2,4,2,"3,83","3,67","2,83","3,17","3,00","0,75"
3,4,2,1,3,3,5,2,5,3,5,5,5,4,5,5,2,5,2,2,4,1,,5,4,2,1,1,1,1,5,3,,1,4,4,4,4,3,2,"4,00","3,83","2,50","1,67","1,83","1,92"
3,3,4,4,5,4,4,5,3,5,2,2,4,2,4,4,2,5,2,2,2,2,,3,2,2,1,2,3,1,4,3,4,2,4,3,4,4,3,2,"3,83","3,17","2,50","1,67","2,83","1,17"
5,2,4,4,4,3,3,4,4,5,3,2,5,4,5,4,4,4,3,2,2,4,2,1,4,2,1,3,4,4,5,2,2,1,2,5,1,1,2,2,"4,33","3,33","3,50","2,17","2,67","1,06"
2,3,2,4,5,3,3,4,4,4,1,3,4,3,4,2,2,4,1,3,3,2,1,2,2,2,2,3,3,4,3,2,,2,2,3,4,4,4,,"4,33","4,17","2,00","1,33","1,67","2,58"
3,3,4,1,5,2,4,4,3,5,3,5,4,2,5,3,3,5,2,1,3,2,2,5,3,2,1,3,4,4,5,3,3,1,3,5,3,4,4,2,"2,50","4,00","2,67","2,00","2,50","0,86"
5,3,3,4,5,2,4,3,3,5,4,3,5,4,5,5,3,5,2,3,3,3,4,4,3,2,1,2,1,4,5,2,1,2,3,3,2,1,2,2,"4,00","4,17","2,33","2,17","2,33","1,81"
3,4,3,3,5,2,4,3,3,5,2,5,4,5,4,1,2,3,2,2,2,1,1,2,3,2,1,1,1,1,5,4,2,2,2,3,4,4,2,1,"4,50","4,17","2,83","2,17","2,50","1,83"
4,3,2,4,2,2,2,5,4,3,3,5,2,3,4,4,5,4,2,2,3,4,1,3,3,2,2,5,3,5,2,3,4,2,4,4,4,3,3,2,"4,33","4,33","2,67","2,50","1,50","2,11"
2,2,2,1,4,1,5,5,2,5,3,5,4,2,5,4,4,5,2,1,4,1,4,5,4,2,5,1,1,1,5,5,1,2,3,5,4,3,1,2,"1,67","3,00","2,50","1,83","1,50","0,39"
2,4,4,3,5,1,5,5,5,5,4,5,3,4,5,5,2,4,2,2,2,3,1,1,2,2,1,4,2,2,3,5,2,2,1,1,4,1,2,2,"4,50","3,67","2,83","1,00","1,33","2,36"
4,1,4,3,5,1,3,4,3,5,5,5,4,3,5,4,2,4,2,3,2,4,2,3,3,2,4,4,2,5,4,2,1,2,1,4,2,2,2,2,"4,33","4,83","2,33","1,83","1,83","2,58"
4,4,3,3,4,2,4,4,4,5,4,5,5,3,3,4,2,5,1,2,3,1,4,3,3,2,2,2,3,4,4,4,,2,2,3,5,4,2,2,"3,50","3,50","2,83","3,17","3,17","0,44"
5,1,4,1,4,3,4,5,1,5,4,4,3,2,5,2,1,3,4,1,3,1,3,1,5,3,4,1,1,1,3,5,5,2,5,5,4,2,2,2,"2,17","1,50","3,17","3,67","2,83","-1,39"
3,4,3,5,4,4,5,5,2,5,5,5,4,3,4,5,4,5,3,2,2,1,1,5,4,2,2,1,3,5,4,2,1,3,4,5,3,5,3,1,"4,17","4,50","2,50","2,17","1,50","2,28"
4,3,2,2,5,4,5,5,3,5,4,3,4,5,5,5,4,5,2,1,3,1,4,4,3,2,1,3,5,4,3,2,2,2,2,3,2,2,3,1,"5,00","4,83","3,67","2,50","1,67","2,31"
5,1,3,2,4,4,3,5,4,5,3,1,5,4,5,4,4,4,2,2,3,4,,1,5,2,1,1,1,1,5,1,,3,2,3,5,1,2,2,"4,67","3,83","4,33","4,33","4,00","0,03"
5,,3,5,4,3,5,5,5,5,4,2,4,4,5,3,3,4,2,2,2,3,1,1,5,2,1,3,3,3,5,1,1,1,1,3,3,3,2,2,"5,00","3,67","3,67","2,50","5,00","0,61"
4,4,3,4,2,4,5,5,4,5,5,3,5,4,5,3,5,5,2,2,2,2,1,3,2,1,2,3,1,5,3,3,4,4,3,3,4,5,3,2,"3,67","4,00","1,33","1,67","1,67","2,28"
4,4,2,4,5,1,5,5,3,5,4,3,4,5,5,5,2,5,2,2,3,3,1,2,2,2,1,2,2,1,5,2,1,2,4,3,4,4,4,2,"3,67","4,50","2,33","1,33","1,33","2,42"
4,3,2,,4,2,2,3,4,4,4,4,4,3,4,4,3,4,2,2,3,2,,3,3,2,1,1,1,1,4,2,4,1,2,3,3,5,4,2,"4,83","4,67","2,67","3,00","2,83","1,92"
4,3,2,3,3,3,2,4,3,3,3,3,3,4,3,2,4,4,2,1,3,1,2,1,4,1,1,2,1,3,5,2,5,1,3,3,4,5,5,2,"3,33","3,67","2,50","1,50","1,67","1,61"
4,1,4,2,5,5,4,5,3,5,5,3,4,4,5,4,4,5,2,2,2,2,5,3,2,2,3,2,1,5,5,3,2,2,2,4,4,2,2,2,"4,17","4,17","3,67","2,17","3,83","0,94"
4,4,4,5,4,4,4,5,2,2,3,2,3,2,4,4,4,5,3,2,2,3,2,1,2,2,1,5,3,3,3,3,3,1,4,3,2,1,3,1,"3,67","4,00","3,17","2,83","3,50","0,67"
4,2,4,4,5,1,4,4,5,4,4,2,4,2,4,2,2,4,3,1,3,2,1,3,2,2,3,4,4,4,4,2,3,2,2,3,4,5,5,2,"4,17","4,17","2,67","2,00","2,00","1,94"
5,2,4,5,5,5,3,5,1,5,4,4,2,5,4,5,4,5,2,1,2,4,1,1,5,1,5,1,1,5,5,1,1,1,4,2,3,5,4,2,"3,67","3,17","3,67","4,33","2,67","-0,14"
5,,3,3,4,1,3,4,3,4,3,3,4,2,5,4,4,5,3,2,2,3,4,1,3,2,2,1,3,4,3,3,2,1,4,3,3,4,3,2,"4,00","4,50","3,83","3,50","3,17","0,75"
4,3,4,3,3,2,4,4,3,4,3,5,4,3,4,3,4,4,2,1,3,1,,3,3,2,1,2,2,4,4,2,,2,2,3,5,5,4,2,"4,33","3,83","3,17","2,50","2,67","1,31"
4,,3,4,5,2,4,4,4,5,2,4,2,2,4,5,2,4,3,3,3,2,1,2,4,2,5,2,1,4,4,2,4,1,4,5,2,5,4,1,"4,67","4,00","3,00","2,00","2,33","1,89"
4,4,2,4,5,1,4,5,3,5,4,5,4,4,4,4,2,5,2,2,3,2,1,3,2,2,1,2,2,4,3,2,2,2,2,3,3,5,4,2,"4,33","4,33","3,67","1,33","2,50","1,83"
5,3,3,5,4,4,4,4,2,4,3,4,3,3,5,4,4,4,3,2,2,1,3,3,4,3,2,2,2,4,2,2,4,1,4,2,4,5,5,2,"3,83","4,00","3,67","2,50","2,17","1,14"
4,1,4,1,5,1,5,5,4,5,4,3,3,1,2,3,1,4,2,2,2,3,3,4,4,2,2,2,2,4,5,3,5,1,3,4,4,2,4,2,"3,00","1,83","1,67","3,00","1,67","0,31"
5,4,3,2,4,3,4,5,3,4,3,3,4,3,2,4,3,4,2,2,3,3,3,1,3,3,2,2,2,2,4,2,2,3,4,1,3,5,5,2,"2,33","3,00","3,00","2,17","1,50","0,44"
5,1,4,2,5,1,3,4,3,5,5,3,5,4,5,4,3,5,2,2,3,2,5,5,5,3,3,5,3,5,5,4,1,1,3,3,2,2,4,,"3,00","2,33","2,17","2,00","1,00","0,94"
4,2,4,3,3,3,4,5,3,4,2,5,4,2,5,5,4,5,4,1,3,3,1,4,5,2,2,5,2,4,4,2,1,2,4,3,3,5,5,2,"3,83","3,50","3,50","4,00","4,33","-0,28"
3,2,4,2,5,3,5,5,5,5,4,5,5,3,5,5,4,5,1,1,4,1,3,4,3,1,2,1,3,2,4,2,1,1,1,5,4,4,4,2,"3,83","3,50","4,00","4,00","3,83","-0,28"
4,2,4,3,5,1,4,4,2,5,3,2,3,2,4,3,3,5,4,3,3,2,2,3,3,2,1,1,3,1,2,2,4,1,2,3,4,5,4,2,"4,00","3,67","2,00","2,83","3,17","1,17"
4,2,4,3,4,2,4,5,3,5,2,1,1,3,4,4,5,5,3,2,2,2,1,4,1,2,2,2,2,5,4,1,2,1,4,3,2,1,3,2,"4,00","4,17","2,17","1,50","2,00","2,19"
5,3,5,5,5,5,2,5,4,4,2,3,3,5,4,5,2,5,3,2,2,4,4,3,5,1,3,5,3,5,2,2,1,3,4,3,1,5,4,1,"4,33","4,33","3,17","2,83","2,33","1,56"
4,3,2,3,4,4,3,5,4,4,4,3,4,2,4,4,2,4,3,2,3,3,3,3,3,2,2,4,3,2,3,3,4,1,2,3,3,5,4,1,"4,33","3,83","2,83","2,33","2,67","1,47"
4,,4,1,5,3,3,5,2,5,3,5,5,3,4,4,1,5,2,3,1,3,4,3,4,2,1,2,1,1,2,1,2,3,4,3,2,2,4,2,"4,00","4,33","3,33","3,50","3,33","0,78"
5,1,2,1,1,4,5,5,4,5,5,2,5,2,5,5,5,5,3,1,4,3,1,2,1,1,1,2,1,5,5,1,1,2,2,3,4,5,4,2,"5,00","3,83","3,50","2,50","3,17","1,36"
5,3,3,4,3,5,3,3,4,2,4,3,5,3,4,3,5,4,2,2,4,2,2,1,2,2,2,4,2,5,2,1,1,3,2,3,3,4,4,2,"4,83","4,50","3,17","2,17","2,33","2,11"
5,4,4,5,5,5,5,5,3,5,3,3,4,5,4,5,5,5,3,4,2,5,4,2,2,3,1,4,3,5,5,1,4,2,4,5,4,5,5,2,"3,50","4,50","3,50","3,67","4,50","0,11"
4,2,3,2,4,4,3,4,2,5,4,2,2,2,5,4,2,4,3,2,2,4,3,2,4,2,2,3,2,5,5,2,2,2,4,2,3,5,3,2,"4,00","4,17","3,83","4,00","3,83","0,19"
3,3,4,4,4,3,2,4,2,5,3,2,3,3,5,3,3,4,3,2,2,3,2,2,3,2,3,2,2,3,3,2,4,2,3,1,4,5,4,2,"3,83","3,83","3,17","3,67","3,83","0,28"
5,5,3,3,4,4,3,4,3,4,5,5,5,4,4,4,5,4,3,2,3,3,2,3,2,2,3,2,1,2,3,2,5,4,5,1,4,5,4,2,"4,83","4,00","1,67","1,33","2,00","2,75"
3,5,5,1,2,1,5,4,4,5,5,3,5,5,5,5,4,5,3,1,4,1,4,3,1,2,1,1,1,1,1,2,1,5,4,5,3,5,5,2,"4,17","4,83","1,67","2,00","1,83","2,67"
5,4,5,1,4,4,5,4,3,5,2,4,3,1,5,5,2,5,3,1,2,2,,2,5,2,2,4,3,1,4,1,,1,2,4,5,4,3,,"3,50","2,17","4,50","4,33","4,00","-1,44"
4,3,3,4,3,2,4,4,4,2,3,3,5,4,4,5,4,4,3,2,2,3,1,3,3,2,1,1,2,1,4,1,3,3,3,2,4,3,3,2,"4,50","4,50","2,00","1,33","1,33","2,94"
4,3,3,5,4,4,4,4,3,5,3,3,3,2,5,4,3,4,2,1,2,2,1,3,4,2,5,1,2,5,4,2,3,1,4,4,3,3,3,2,"3,67","4,33","3,67","2,83","2,33","1,06"
2,2,3,2,4,1,5,4,3,5,1,1,5,1,4,5,2,5,2,3,3,3,3,2,4,2,2,2,2,4,5,2,2,1,2,4,2,3,3,2,"4,50","3,83","3,50","3,33","3,33","0,78"
4,2,5,4,4,2,4,5,4,3,1,4,5,4,5,4,4,4,2,2,2,3,4,1,3,2,1,1,2,4,2,2,2,1,4,2,2,5,5,1,"4,00","4,17","4,00","2,83","3,67","0,58"
5,2,4,4,4,4,3,4,4,3,3,2,4,4,5,4,4,4,2,2,2,3,2,1,2,2,1,4,4,5,2,3,2,3,3,2,2,4,3,2,"4,50","3,83","3,50","3,50","3,17","0,78"
4,,3,4,5,3,3,5,4,4,2,3,4,3,4,4,4,4,2,2,4,3,1,5,3,2,4,4,2,3,3,4,2,1,4,3,4,5,4,2,"4,17","4,33","3,67","3,17","3,67","0,75"
5,2,4,5,5,4,3,4,4,4,4,2,4,4,4,4,4,4,2,2,2,2,1,1,3,2,2,3,1,5,4,1,3,2,4,4,4,5,4,2,"4,83","4,67","2,00","3,00","2,33","2,31"
3,2,4,4,5,3,4,4,3,5,4,2,4,3,5,5,2,5,1,1,3,2,2,3,3,2,3,2,2,3,5,1,4,1,2,2,3,2,1,2,"4,50","4,33","2,67","3,83","3,67","1,03"
4,2,3,3,5,3,3,4,1,5,3,4,1,2,5,5,2,5,3,2,2,2,1,4,2,3,1,4,3,5,4,3,3,2,4,4,4,1,4,2,"4,83","4,83","3,17","2,67","2,67","2,00"
4,3,4,2,5,3,5,5,4,5,5,3,5,5,4,4,5,5,2,1,3,1,1,3,4,2,1,1,1,5,5,2,5,2,5,5,3,5,4,1,"4,83","5,00","3,50","2,50","2,33","2,14"
4,2,4,3,4,5,4,4,5,3,3,4,4,2,5,3,2,5,2,2,3,2,1,1,1,3,1,2,1,4,4,1,5,2,1,2,4,5,5,2,"2,00","1,83","2,83","3,17","2,00","-0,75"
5,2,5,2,2,5,4,2,2,5,4,3,2,1,3,1,5,4,3,2,4,2,4,5,4,2,5,4,1,5,1,1,4,1,5,2,4,3,3,2,"3,17","3,33","2,67","2,67","2,00","0,81"
5,3,4,4,5,3,2,5,3,5,5,5,2,2,5,4,4,5,2,1,3,1,4,1,5,2,1,2,1,3,4,1,2,1,3,5,4,4,3,1,"4,83","4,17","2,00","2,67","2,67","2,06"
4,3,2,4,5,2,5,5,4,5,4,2,4,4,4,2,4,4,2,1,2,1,4,3,2,2,2,1,2,4,3,2,2,2,4,2,4,5,4,2,"4,50","4,17","3,17","2,33","2,17","1,78"
5,3,5,3,3,5,3,5,5,5,5,3,5,3,3,3,3,5,2,2,3,3,,3,3,2,1,3,1,3,5,1,1,1,3,3,4,5,4,2,"5,00","5,00","2,50","1,33","2,67","2,83"
5,3,5,1,4,4,3,4,3,4,3,2,5,2,5,5,5,5,4,4,2,3,,3,5,3,3,4,2,5,4,1,4,1,2,3,4,5,4,2,"4,50","4,33","4,50","4,83","4,33","-0,14"
2,5,2,4,5,1,4,5,4,5,5,3,5,5,5,5,2,5,1,2,3,2,2,4,4,2,4,2,2,3,2,4,1,4,4,4,3,3,2,1,"4,83","4,83","2,33","1,67","2,00","2,83"
5,3,3,2,5,1,3,4,3,4,4,3,3,3,5,5,4,5,2,2,2,2,1,3,3,2,1,2,5,3,3,1,2,1,4,3,4,2,2,2,"4,17","4,50","3,00","3,67","2,83","1,17"
4,4,4,4,2,3,4,4,4,4,4,4,5,5,4,3,4,4,2,2,4,2,1,1,4,2,1,1,1,4,1,1,2,3,2,5,3,5,5,2,"4,00","4,67","2,00","1,67","1,67","2,56"
5,2,4,3,4,5,3,3,4,5,4,3,5,3,3,4,5,4,1,2,3,3,3,2,3,2,2,4,2,4,4,3,2,1,3,3,4,5,3,,"3,67","4,00","3,00","2,00","2,50","1,33"
4,5,5,4,4,2,4,5,5,5,2,1,4,2,4,5,3,4,2,4,2,4,3,1,2,2,4,3,4,2,2,3,4,2,1,2,4,1,4,2,"4,33","4,17","2,33","1,83","2,67","1,97"
2,3,5,5,5,4,5,5,5,5,1,3,1,3,5,5,5,5,3,2,2,3,2,3,2,2,1,1,3,1,5,1,2,3,1,1,3,4,4,2,"5,00","4,67","3,00","2,17","3,50","1,94"
4,4,3,3,5,2,4,4,3,5,5,3,5,3,5,4,2,4,2,1,3,3,1,3,4,2,4,2,2,3,4,3,2,2,2,3,4,3,2,2,"4,50","3,83","2,83","3,00","2,83","1,28"
4,,4,2,5,3,5,4,3,5,2,4,4,1,5,4,5,5,2,4,3,4,1,2,2,2,2,3,1,5,5,1,5,1,2,5,3,3,3,1,"4,83","4,33","3,00","1,50","1,83","2,47"
